children;days_employed;dob_years;education;education_id;family_status;family_status_id;gender;income_type;debt;total_income;purpose
1;326960.5293507929;51;высшее;1;женат / замужем;0;М;пенсионер;0;192580.5051829885;недвижимость
2;-5720.385868220469;45;среднее;2;женат / замужем;0;Ж;компаньон;0;48248.624759604776;образование
0;361660.76973412774;63;среднее;2;женат / замужем;0;Ж;пенсионер;0;277877.4035406328;недвижимость
2;-336.57185234036183;27;Высшее;1;гражданский брак;1;Ж;компаньон;0;236603.74649363503;свадьба
1;338138.0048877375;39;среднее;2;гражданский брак;1;Ж;пенсионер;1;112130.63058957028;свадьба
0;-1517.8867484415935;51;среднее;2;женат / замужем;0;Ж;сотрудник;0;65583.23396431282;недвижимость
0;-1114.3185325828872;62;Высшее;1;женат / замужем;0;М;сотрудник;0;266002.90886903054;недвижимость
0;341826.3362065079;58;среднее;2;женат / замужем;0;М;пенсионер;0;85322.17040321218;образование
0;-433.64204931718234;54;СРЕДНЕЕ;2;в разводе;3;Ж;сотрудник;0;82599.05334935001;автомобиль
0;-584.6297232139864;48;среднее;2;женат / замужем;0;Ж;сотрудник;0;126873.8695695604;недвижимость
0;321426.8706069515;62;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;115467.07203883448;недвижимость
2;-1925.2240428900207;42;среднее;2;гражданский брак;1;Ж;сотрудник;0;231201.18957048596;недвижимость
0;336648.2414077118;63;среднее;2;женат / замужем;0;Ж;пенсионер;0;40084.30900652153;автомобиль
0;-993.5125545545926;32;неоконченное высшее;3;Не женат / не замужем;4;М;сотрудник;1;418257.8207820406;недвижимость
1;;33;среднее;2;женат / замужем;0;М;компаньон;0;;недвижимость
0;-2018.075603049565;40;начальное;4;женат / замужем;0;М;сотрудник;0;183080.47105960664;образование
0;-540.6008673887453;26;высшее;1;женат / замужем;0;М;сотрудник;0;321165.5968996766;недвижимость
0;-694.6947734952864;24;высшее;1;женат / замужем;0;М;компаньон;0;155513.9956346118;недвижимость
1;;32;ВЫСШЕЕ;1;женат / замужем;0;М;сотрудник;0;;автомобиль
0;-3725.065186035095;46;среднее;2;женат / замужем;0;Ж;сотрудник;0;209788.13653180836;недвижимость
2;-1233.3345897913885;41;среднее;2;женат / замужем;0;М;сотрудник;0;88401.6643869792;недвижимость
0;;54;среднее;2;в разводе;3;Ж;компаньон;0;;недвижимость
1;-2723.9795674421466;38;среднее;2;женат / замужем;0;М;компаньон;0;291633.45987380116;недвижимость
1;-3199.9632481765984;33;среднее;2;гражданский брак;1;Ж;сотрудник;0;219637.2580466542;свадьба
0;388498.18939385016;62;среднее;2;гражданский брак;1;Ж;пенсионер;0;48246.5940145893;недвижимость
2;-342.6119472880898;26;среднее;2;женат / замужем;0;Ж;сотрудник;1;74265.35594740039;образование
0;348605.74461769307;66;неоконченное высшее;3;женат / замужем;0;М;пенсионер;0;328807.54917636834;образование
1;-1021.6262341600997;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;219731.82147001405;недвижимость
0;337921.5838344222;57;среднее;2;женат / замужем;0;Ж;пенсионер;0;151836.67602989075;недвижимость
0;-609.5451974873953;49;высшее;1;женат / замужем;0;Ж;сотрудник;0;200108.47162113202;образование
0;-2589.615624155841;62;среднее;2;гражданский брак;1;М;сотрудник;0;61079.58540396405;недвижимость
0;-1435.2728635746769;37;среднее;2;женат / замужем;0;Ж;сотрудник;1;64296.58994514082;автомобиль
0;-1524.3261931739944;48;среднее;2;женат / замужем;0;М;сотрудник;0;225641.4186918324;образование
0;330059.3359942309;66;среднее;2;женат / замужем;0;М;пенсионер;0;281062.90159456275;недвижимость
0;-4318.547504015709;38;среднее;2;женат / замужем;0;Ж;сотрудник;0;68591.25797390773;образование
0;-755.3931545025381;49;высшее;1;женат / замужем;0;Ж;компаньон;0;103809.42703788889;образование
0;;50;среднее;2;гражданский брак;1;М;сотрудник;0;;свадьба
0;;47;среднее;2;гражданский брак;1;Ж;сотрудник;0;;недвижимость
0;-3161.8519387570736;61;среднее;2;вдовец / вдова;2;Ж;компаньон;0;147576.20727753075;образование
0;-2886.7599657270753;60;среднее;2;женат / замужем;0;М;сотрудник;0;106703.78291390178;недвижимость
1;-604.7088989048029;31;Неоконченное высшее;3;женат / замужем;0;Ж;сотрудник;0;101478.53403345923;недвижимость
1;;34;среднее;2;гражданский брак;1;Ж;сотрудник;0;;свадьба
0;-9465.418797964561;54;высшее;1;женат / замужем;0;М;сотрудник;0;175063.55034862962;недвижимость
0;-1636.7811526901407;48;среднее;2;Не женат / не замужем;4;М;компаньон;0;221527.00768621298;образование
0;-1140.5015042613195;41;Среднее;2;гражданский брак;1;Ж;компаньон;0;197863.20245469725;свадьба
1;-10014.54475011726;50;среднее;2;женат / замужем;0;Ж;госслужащий;0;329430.44303806435;недвижимость
1;-2460.9911878918333;41;среднее;2;женат / замужем;0;Ж;сотрудник;0;114590.01798410079;образование
0;-976.252308939518;51;среднее;2;Не женат / не замужем;4;М;сотрудник;0;113238.43318841762;недвижимость
0;;28;среднее;2;женат / замужем;0;М;сотрудник;0;;автомобиль
2;-2324.764879612594;39;высшее;1;женат / замужем;0;Ж;компаньон;0;125484.01606648318;недвижимость
0;-243.23003458666147;58;среднее;2;Не женат / не замужем;4;М;компаньон;0;209230.36014608244;недвижимость
0;;24;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;;недвижимость
0;-4997.110960527406;37;среднее;2;женат / замужем;0;Ж;сотрудник;0;134676.36722583632;автомобиль
0;376501.4464172494;60;среднее;2;женат / замужем;0;Ж;пенсионер;0;147347.41911679687;автомобиль
0;343793.5038460041;66;среднее;2;женат / замужем;0;М;пенсионер;1;43814.6293955828;недвижимость
0;380210.3244056582;71;среднее;2;женат / замужем;0;Ж;пенсионер;0;63978.825452051744;недвижимость
1;-1997.494347372696;28;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;120119.6560822518;недвижимость
0;-727.3461713136809;23;неоконченное высшее;3;Не женат / не замужем;4;Ж;компаньон;0;118355.09544886461;недвижимость
0;346344.95408556116;64;Среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;202911.56749174188;недвижимость
0;-788.6078804262913;33;среднее;2;женат / замужем;0;М;компаньон;0;174479.61335999583;автомобиль
0;-1707.7795599134329;35;среднее;2;женат / замужем;0;М;сотрудник;0;391117.2110843523;образование
0;322834.68115505186;64;среднее;2;женат / замужем;0;М;пенсионер;0;172371.56062658518;недвижимость
1;-3231.854574068464;40;высшее;1;женат / замужем;0;Ж;компаньон;0;290763.98011263733;автомобиль
0;379282.634521767;67;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;264251.8196931868;недвижимость
0;364322.76771985675;62;среднее;2;женат / замужем;0;Ж;пенсионер;0;117043.42256375412;автомобиль
0;-6540.731696412462;59;среднее;2;женат / замужем;0;Ж;госслужащий;0;204187.47377827318;недвижимость
2;-220.8109898281729;32;высшее;1;гражданский брак;1;М;сотрудник;0;95756.07352037985;недвижимость
0;-2129.8246607585884;32;высшее;1;в разводе;3;М;компаньон;0;184777.29021148343;автомобиль
0;-309.73454086399755;45;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;156292.3675055501;образование
0;-7255.850916260141;37;высшее;1;в разводе;3;Ж;компаньон;0;252203.65445870112;образование
0;-295.90571607706494;37;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;125811.14976057172;недвижимость
2;-1806.8465429449845;38;высшее;1;женат / замужем;0;Ж;сотрудник;0;96538.27202373337;автомобиль
2;-1288.2947782847104;32;высшее;1;женат / замужем;0;Ж;компаньон;0;221636.7130929949;недвижимость
0;382713.4041942869;71;среднее;2;женат / замужем;0;Ж;пенсионер;0;137421.10752717368;недвижимость
1;381092.974427595;48;среднее;2;женат / замужем;0;М;пенсионер;1;181702.27654983124;недвижимость
0;-4595.942406080148;33;среднее;2;женат / замужем;0;М;сотрудник;1;107155.77883607129;недвижимость
1;-3531.955426535955;43;среднее;2;Не женат / не замужем;4;М;госслужащий;0;432086.952391966;недвижимость
0;-548.8411632991323;21;Среднее;2;гражданский брак;1;М;сотрудник;0;98651.13541872262;автомобиль
0;-335.2712192822967;51;среднее;2;Не женат / не замужем;4;Ж;госслужащий;0;281283.670648781;недвижимость
0;-2958.0017456201153;50;среднее;2;женат / замужем;0;Ж;госслужащий;1;116073.48239565273;образование
1;-3705.0138369776905;55;среднее;2;в разводе;3;Ж;сотрудник;0;134620.19657094928;автомобиль
1;-4935.750405080558;43;среднее;2;в разводе;3;Ж;сотрудник;0;204971.66325683144;образование
0;-557.3025498179443;43;высшее;1;гражданский брак;1;М;сотрудник;0;155814.21843803642;свадьба
0;-1115.2107777582523;55;среднее;2;женат / замужем;0;Ж;сотрудник;1;67230.77125153872;недвижимость
0;;26;среднее;2;гражданский брак;1;М;сотрудник;0;;свадьба
1;;32;среднее;2;в разводе;3;Ж;сотрудник;0;;недвижимость
2;-671.5940440012519;41;среднее;2;женат / замужем;0;М;компаньон;1;210302.58491643704;образование
0;-5622.835790961488;52;среднее;2;женат / замужем;0;Ж;сотрудник;0;191606.42598139713;недвижимость
0;-556.8557342446655;45;среднее;2;гражданский брак;1;М;компаньон;0;162452.48261898858;автомобиль
1;320057.843068926;51;среднее;2;женат / замужем;0;М;пенсионер;0;253380.74809114644;недвижимость
0;-3540.507297590277;54;среднее;2;гражданский брак;1;Ж;сотрудник;0;188826.11732104627;недвижимость
20;-226.50652109454262;51;среднее;2;женат / замужем;0;М;компаньон;0;208837.12540949223;автомобиль
0;318931.854926393;63;высшее;1;женат / замужем;0;Ж;пенсионер;0;77541.99084978804;автомобиль
0;-1575.430138198096;25;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;80117.78337964488;недвижимость
1;-3860.030152163835;53;высшее;1;гражданский брак;1;М;компаньон;0;162068.8920274166;свадьба
0;-3534.6759733955478;49;среднее;2;гражданский брак;1;Ж;сотрудник;0;113295.13823496366;свадьба
1;-655.4446848347358;39;среднее;2;гражданский брак;1;Ж;компаньон;0;130064.04271203854;свадьба
0;345164.65757854143;66;среднее;2;женат / замужем;0;Ж;пенсионер;0;267962.7777602671;недвижимость
0;-1120.3283423995676;29;высшее;1;женат / замужем;0;М;сотрудник;0;129195.48521794648;недвижимость
0;-7518.469578043345;46;среднее;2;гражданский брак;1;М;сотрудник;0;159682.65531244804;свадьба
2;-2100.195883782898;37;неоконченное высшее;3;женат / замужем;0;Ж;компаньон;0;165616.12271598616;образование
0;-1649.0508463412452;50;Среднее;2;гражданский брак;1;Ж;сотрудник;0;115244.88401030055;свадьба
1;380735.3967989852;59;среднее;2;женат / замужем;0;Ж;пенсионер;0;129299.43072872993;недвижимость
0;-3067.179706105637;44;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;85062.22314755923;недвижимость
0;-4928.2291762626855;35;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;282268.88840157766;недвижимость
1;-823.0678773410838;40;среднее;2;гражданский брак;1;Ж;сотрудник;0;79537.0050683926;свадьба
0;387430.71841374825;73;среднее;2;женат / замужем;0;Ж;пенсионер;1;41627.87421278535;автомобиль
0;383443.7534939551;46;Высшее;1;гражданский брак;1;Ж;безработный;0;196640.83602735662;недвижимость
2;-1608.2050021157866;25;высшее;1;женат / замужем;0;Ж;компаньон;1;81182.06482030157;образование
0;;60;среднее;2;женат / замужем;0;Ж;компаньон;0;;недвижимость
1;-541.7129176405208;52;высшее;1;гражданский брак;1;Ж;госслужащий;0;116276.08507714336;свадьба
2;-1978.0691082933545;34;среднее;2;гражданский брак;1;Ж;сотрудник;0;110533.07556564696;недвижимость
0;-772.1007464907303;42;НАЧАЛЬНОЕ;4;женат / замужем;0;М;сотрудник;0;229495.8345873711;недвижимость
1;-811.2016939253203;42;Высшее;1;женат / замужем;0;Ж;сотрудник;0;203625.1947002587;образование
1;-2070.0364014058455;38;среднее;2;гражданский брак;1;М;компаньон;0;354557.9187869075;недвижимость
0;341573.7887065053;58;среднее;2;женат / замужем;0;Ж;пенсионер;1;73919.08073374424;образование
1;-632.7769771288043;24;СРЕДНЕЕ;2;Не женат / не замужем;4;Ж;компаньон;0;104671.98053821245;недвижимость
2;-6423.903185175806;46;ВЫСШЕЕ;1;гражданский брак;1;Ж;сотрудник;0;136712.8810782586;свадьба
1;-2346.6729958369524;31;среднее;2;гражданский брак;1;Ж;компаньон;0;222633.4877311802;автомобиль
0;-2433.2231322565517;46;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;117532.34654980585;недвижимость
1;-2074.7537302311716;39;среднее;2;женат / замужем;0;М;сотрудник;0;174116.99378548953;образование
0;-352.47152301893;41;среднее;2;в разводе;3;М;сотрудник;0;123984.30929861787;недвижимость
0;;33;среднее;2;женат / замужем;0;Ж;сотрудник;0;;недвижимость
1;-734.5937491435574;38;среднее;2;женат / замужем;0;Ж;компаньон;0;108638.01222346305;автомобиль
0;-4466.753812290204;46;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;319003.5211908851;недвижимость
1;-5339.78886699673;40;среднее;2;женат / замужем;0;М;сотрудник;1;124370.81492077684;образование
0;-1712.9360684326005;29;высшее;1;Не женат / не замужем;4;М;компаньон;0;168550.35780259132;недвижимость
0;;38;высшее;1;женат / замужем;0;М;сотрудник;0;;автомобиль
0;;55;среднее;2;женат / замужем;0;М;сотрудник;0;;автомобиль
1;-2352.77927231121;63;высшее;1;женат / замужем;0;М;сотрудник;0;111291.52877315685;образование
0;-183.45573014058218;33;высшее;1;женат / замужем;0;М;компаньон;0;133340.4345609619;недвижимость
2;;34;среднее;2;женат / замужем;0;Ж;сотрудник;0;;образование
0;-2045.164957026417;31;неоконченное высшее;3;гражданский брак;1;Ж;сотрудник;0;163407.41715774548;свадьба
1;-117.13371014535738;30;ВЫСШЕЕ;1;женат / замужем;0;Ж;компаньон;0;138881.29234645842;автомобиль
0;-3381.232684229595;47;СРЕДНЕЕ;2;Не женат / не замужем;4;Ж;сотрудник;0;77408.36308094754;недвижимость
2;-1387.67097812026;43;среднее;2;женат / замужем;0;Ж;сотрудник;0;117732.21276553503;образование
0;-403.9073211630151;27;среднее;2;гражданский брак;1;М;сотрудник;0;209664.30066188428;недвижимость
1;-2403.6261119313153;42;среднее;2;в разводе;3;М;компаньон;0;111136.96973342307;недвижимость
0;-1423.1239609045322;50;Среднее;2;женат / замужем;0;Ж;сотрудник;0;213246.15721846104;недвижимость
0;353143.77857748995;57;Среднее;2;женат / замужем;0;Ж;пенсионер;0;163317.41351737478;автомобиль
0;375220.72916338255;61;среднее;2;гражданский брак;1;М;пенсионер;0;64521.882378010254;свадьба
0;;51;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;;недвижимость
0;-1742.0812169468593;37;высшее;1;гражданский брак;1;Ж;госслужащий;0;151054.2480361966;свадьба
0;-2023.6016038646733;54;высшее;1;женат / замужем;0;Ж;госслужащий;0;140399.55438583743;автомобиль
1;-631.9596274028486;45;Высшее;1;женат / замужем;0;М;сотрудник;0;220776.6729763109;недвижимость
0;350330.57767160767;62;среднее;2;женат / замужем;0;Ж;пенсионер;0;250778.31738591322;образование
2;-4189.812423018425;33;среднее;2;гражданский брак;1;М;сотрудник;0;129171.24239869515;недвижимость
0;-1065.4376650165696;44;среднее;2;в разводе;3;Ж;сотрудник;0;169852.53285688872;недвижимость
1;-2707.0804294496843;43;высшее;1;женат / замужем;0;Ж;компаньон;0;262733.76395703113;автомобиль
1;-1722.3973802155604;38;среднее;2;женат / замужем;0;Ж;компаньон;0;260694.0327530578;образование
0;;61;высшее;1;Не женат / не замужем;4;Ж;пенсионер;0;;автомобиль
1;-5580.068703126601;41;среднее;2;гражданский брак;1;Ж;сотрудник;0;91857.90542336828;свадьба
0;;54;среднее;2;в разводе;3;Ж;пенсионер;1;;недвижимость
0;332304.39809974795;58;высшее;1;в разводе;3;Ж;пенсионер;0;133050.26353523627;недвижимость
3;-283.20535464081007;41;среднее;2;женат / замужем;0;М;компаньон;0;134815.65281274766;образование
2;-1933.0364027118194;37;Высшее;1;женат / замужем;0;М;госслужащий;0;337358.4853514177;образование
0;363004.1213365675;62;среднее;2;в разводе;3;Ж;пенсионер;0;102009.91731144483;автомобиль
1;-824.8780407870385;43;среднее;2;женат / замужем;0;Ж;компаньон;0;68887.42191440963;недвижимость
0;-2118.415979637929;31;неоконченное высшее;3;женат / замужем;0;М;сотрудник;0;289453.7172183864;недвижимость
0;383960.81796469376;54;среднее;2;женат / замужем;0;Ж;пенсионер;0;173894.26824273082;недвижимость
0;-4397.86228170004;40;высшее;1;гражданский брак;1;Ж;компаньон;1;184536.79016658865;образование
0;-990.4331427002899;23;среднее;2;гражданский брак;1;Ж;сотрудник;0;85954.4483104282;автомобиль
0;-285.9828636559921;54;высшее;1;женат / замужем;0;М;компаньон;0;633890.0248633606;недвижимость
0;320848.64233980683;51;среднее;2;женат / замужем;0;Ж;пенсионер;0;98824.1544266828;образование
0;;32;среднее;2;Не женат / не замужем;4;М;компаньон;0;;автомобиль
0;319505.7504446294;61;среднее;2;гражданский брак;1;Ж;пенсионер;0;120734.87638033931;образование
0;373637.3478209832;61;среднее;2;в разводе;3;Ж;пенсионер;1;127971.87287204237;недвижимость
3;-1912.865851590434;38;среднее;2;гражданский брак;1;Ж;компаньон;0;270553.71021735814;свадьба
1;;32;среднее;2;женат / замужем;0;М;сотрудник;1;;образование
2;-506.8710814216131;40;среднее;2;женат / замужем;0;М;госслужащий;0;206083.32114119656;образование
0;-5784.928561958676;54;среднее;2;вдовец / вдова;2;Ж;компаньон;0;110881.79834519846;недвижимость
0;373188.6050339111;64;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;59502.4688578357;недвижимость
0;-5444.211064734467;49;высшее;1;Не женат / не замужем;4;Ж;компаньон;0;320146.2960730153;недвижимость
0;;57;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;;образование
0;-512.6423686363221;30;среднее;2;женат / замужем;0;М;сотрудник;0;116810.27010207431;недвижимость
1;-2674.557231422714;38;высшее;1;женат / замужем;0;Ж;сотрудник;0;105875.7809568336;недвижимость
1;-1631.1061387729253;42;среднее;2;женат / замужем;0;Ж;компаньон;0;254115.4959915661;недвижимость
1;-5267.025924636787;38;среднее;2;женат / замужем;0;М;компаньон;0;130436.995822216;автомобиль
0;;35;среднее;2;гражданский брак;1;М;сотрудник;0;;недвижимость
0;371591.3549649941;57;высшее;1;женат / замужем;0;Ж;пенсионер;0;72703.67437644546;недвижимость
2;-1389.9589556553358;33;высшее;1;женат / замужем;0;М;сотрудник;0;177435.01862441137;образование
2;-86.48089205765932;37;среднее;2;женат / замужем;0;М;сотрудник;0;90385.69681200164;недвижимость
0;348505.8885993342;72;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;113457.32135619943;недвижимость
2;-170.85923965708034;53;среднее;2;женат / замужем;0;М;госслужащий;0;198369.95887283064;образование
0;-433.680625892118;40;высшее;1;Не женат / не замужем;4;М;компаньон;0;155574.27535861256;автомобиль
2;-239.01301297234033;48;высшее;1;в разводе;3;М;компаньон;0;368349.11334881606;недвижимость
0;-1983.0673196595997;49;высшее;1;гражданский брак;1;Ж;компаньон;0;209146.26358645808;недвижимость
0;-3639.45573950096;47;среднее;2;женат / замужем;0;М;сотрудник;0;45992.980475820514;автомобиль
0;-5568.309748407483;38;высшее;1;гражданский брак;1;Ж;сотрудник;0;226726.8845736822;свадьба
0;-1534.1049636754833;22;НЕОКОНЧЕННОЕ ВЫСШЕЕ;3;Не женат / не замужем;4;М;сотрудник;0;145336.06119999103;автомобиль
0;-4517.218724849498;59;среднее;2;женат / замужем;0;Ж;сотрудник;0;145416.3723045243;недвижимость
2;-564.8514978863207;34;среднее;2;гражданский брак;1;Ж;компаньон;0;96142.95891876219;свадьба
0;-489.14121118434286;50;среднее;2;женат / замужем;0;Ж;сотрудник;0;264859.90789400745;автомобиль
1;-1142.1780878468674;36;высшее;1;женат / замужем;0;Ж;сотрудник;0;163377.45844089388;недвижимость
1;-6138.252772567678;37;высшее;1;женат / замужем;0;Ж;компаньон;0;146153.77339696634;недвижимость
0;340749.877716403;57;среднее;2;женат / замужем;0;М;пенсионер;1;194300.19394963817;недвижимость
0;;48;среднее;2;женат / замужем;0;М;сотрудник;0;;автомобиль
0;-2693.9545593045596;60;среднее;2;гражданский брак;1;Ж;компаньон;0;116502.6286952502;недвижимость
0;-1833.3408552908322;27;Неоконченное высшее;3;гражданский брак;1;Ж;сотрудник;0;178868.477210736;недвижимость
0;-969.1229819893312;26;высшее;1;Не женат / не замужем;4;М;компаньон;0;210159.51682512023;образование
0;383200.2049130276;58;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;43635.28494723293;автомобиль
0;-3770.5071846866445;65;среднее;2;женат / замужем;0;Ж;компаньон;0;232863.6096051264;образование
0;-5787.938595853872;51;высшее;1;женат / замужем;0;Ж;компаньон;0;181930.80054321446;образование
0;-2473.387631033874;30;высшее;1;женат / замужем;0;М;сотрудник;0;228643.56264588688;недвижимость
2;-3297.0324580126235;32;среднее;2;женат / замужем;0;Ж;сотрудник;0;181093.245492998;образование
0;-2205.2546353233524;41;среднее;2;женат / замужем;0;М;сотрудник;0;179282.87798860273;автомобиль
1;-877.732460469949;29;неоконченное высшее;3;женат / замужем;0;Ж;компаньон;0;272715.8342618446;недвижимость
0;-1704.7539225750968;27;неоконченное высшее;3;Не женат / не замужем;4;М;госслужащий;0;150427.1464489539;недвижимость
0;;37;среднее;2;женат / замужем;0;Ж;пенсионер;0;;автомобиль
0;-10936.52702195091;60;Среднее;2;гражданский брак;1;Ж;сотрудник;0;92399.11069398811;свадьба
0;;54;среднее;2;в разводе;3;Ж;сотрудник;0;;образование
1;-3030.915097174602;55;среднее;2;женат / замужем;0;М;госслужащий;0;93758.04625498624;образование
0;358898.9148006407;66;среднее;2;женат / замужем;0;Ж;пенсионер;0;132568.60404216024;недвижимость
0;-2312.0900600052505;38;среднее;2;Не женат / не замужем;4;М;сотрудник;0;133689.09777938967;автомобиль
0;;66;высшее;1;Не женат / не замужем;4;Ж;сотрудник;0;;недвижимость
0;-907.7834984202567;31;высшее;1;женат / замужем;0;Ж;компаньон;0;203780.30747159224;образование
1;;32;среднее;2;женат / замужем;0;Ж;компаньон;0;;образование
0;-14472.448310891577;57;высшее;1;женат / замужем;0;Ж;сотрудник;0;198157.585579222;образование
1;-913.6855951703673;26;среднее;2;женат / замужем;0;М;сотрудник;0;107701.15451435822;недвижимость
0;;21;среднее;2;Не женат / не замужем;4;М;сотрудник;0;;недвижимость
1;-961.1421561835406;39;неоконченное высшее;3;гражданский брак;1;М;компаньон;0;137399.13298068973;недвижимость
0;338142.28151914786;56;среднее;2;женат / замужем;0;М;пенсионер;0;140068.14871149094;автомобиль
0;-680.5959058008843;41;среднее;2;женат / замужем;0;М;сотрудник;0;169914.26205198318;образование
0;-239.75516994480049;35;высшее;1;женат / замужем;0;М;сотрудник;0;257017.53177247307;недвижимость
0;-203.50363248752942;36;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;117724.3964974956;недвижимость
0;-886.7104077487337;33;среднее;2;женат / замужем;0;М;сотрудник;0;267372.5225579339;недвижимость
0;330040.0567688145;62;среднее;2;Не женат / не замужем;4;М;пенсионер;0;209888.72775253604;недвижимость
0;-491.381216060081;39;среднее;2;гражданский брак;1;Ж;сотрудник;0;125437.65260841601;свадьба
1;-153.6193312471272;62;среднее;2;женат / замужем;0;М;компаньон;0;194215.11629066584;образование
1;;29;высшее;1;Не женат / не замужем;4;Ж;компаньон;0;;недвижимость
2;-1397.1427664445234;29;среднее;2;гражданский брак;1;Ж;сотрудник;0;27250.092461513777;свадьба
2;-1920.1183102592838;37;среднее;2;гражданский брак;1;М;сотрудник;1;313005.7286358902;недвижимость
0;-1785.1836181477863;34;высшее;1;Не женат / не замужем;4;Ж;сотрудник;0;62466.28761826706;недвижимость
1;;36;среднее;2;гражданский брак;1;Ж;компаньон;0;;недвижимость
0;357877.38496184984;63;среднее;2;гражданский брак;1;Ж;пенсионер;0;139825.23701076597;свадьба
0;383805.21668042993;57;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;83762.88279454544;недвижимость
1;;40;среднее;2;женат / замужем;0;Ж;компаньон;0;;образование
0;-1468.3997623180117;54;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;111824.33177446382;образование
0;-826.4268877786852;57;высшее;1;гражданский брак;1;Ж;компаньон;0;145670.74247108802;свадьба
2;-955.0393233930445;42;среднее;2;женат / замужем;0;Ж;сотрудник;0;78103.96188360722;образование
1;-88.85699136709349;28;неоконченное высшее;3;женат / замужем;0;Ж;компаньон;0;83799.41978202939;недвижимость
0;363640.56659733347;65;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;92439.11443594236;недвижимость
2;;37;среднее;2;женат / замужем;0;М;сотрудник;0;;образование
0;379569.0231269986;51;среднее;2;женат / замужем;0;Ж;пенсионер;0;124045.7091702349;автомобиль
2;;47;высшее;1;женат / замужем;0;М;сотрудник;0;;недвижимость
0;361929.7821815824;53;высшее;1;женат / замужем;0;Ж;пенсионер;0;93372.91073687791;недвижимость
0;;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;;недвижимость
0;-2799.3093458583085;41;среднее;2;женат / замужем;0;М;сотрудник;0;156152.80855656462;недвижимость
1;-682.7629463744875;47;среднее;2;гражданский брак;1;Ж;сотрудник;0;119854.06973196754;недвижимость
0;-6370.975255031948;46;среднее;2;в разводе;3;Ж;сотрудник;0;107732.72749657765;недвижимость
1;-6937.8475605244785;50;среднее;2;женат / замужем;0;Ж;сотрудник;0;106269.69891280914;недвижимость
0;-1197.0019061543073;25;среднее;2;женат / замужем;0;Ж;сотрудник;0;101260.1069886841;образование
0;-2509.6340531824126;43;среднее;2;гражданский брак;1;Ж;сотрудник;0;78225.95320677038;свадьба
2;-2811.487157091867;40;СРЕДНЕЕ;2;женат / замужем;0;Ж;сотрудник;0;87230.80590747723;недвижимость
2;-3172.594574809638;32;среднее;2;женат / замужем;0;Ж;сотрудник;0;105849.2433887955;недвижимость
0;-1786.7647522432135;44;СРЕДНЕЕ;2;в разводе;3;М;компаньон;0;219026.23106626977;недвижимость
0;-3203.1753583593104;41;среднее;2;женат / замужем;0;Ж;сотрудник;0;133625.37231388575;недвижимость
1;-452.4628449356193;21;среднее;2;Не женат / не замужем;4;М;сотрудник;0;192600.16620383933;недвижимость
2;-2444.0194962815567;32;СРЕДНЕЕ;2;женат / замужем;0;М;сотрудник;1;249294.90408631015;образование
1;-1364.5925687382842;43;среднее;2;женат / замужем;0;Ж;сотрудник;0;121863.94758789807;недвижимость
2;-1404.0703602860565;38;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;228561.4957092524;автомобиль
1;-2330.2904113534114;38;высшее;1;женат / замужем;0;Ж;сотрудник;0;380112.04262222874;образование
0;364932.9467656235;58;среднее;2;гражданский брак;1;Ж;пенсионер;0;186054.3681826009;свадьба
0;342487.8241866974;64;среднее;2;женат / замужем;0;Ж;пенсионер;0;282483.519255483;автомобиль
0;389153.24986322806;51;среднее;2;женат / замужем;0;Ж;пенсионер;0;64933.0329477449;автомобиль
1;-2821.4290973598463;45;среднее;2;женат / замужем;0;М;сотрудник;0;112031.64865412505;недвижимость
1;-1310.257295646589;31;среднее;2;женат / замужем;0;М;сотрудник;0;201848.0667722195;образование
2;-1698.8687925358624;44;среднее;2;женат / замужем;0;М;сотрудник;1;49150.5250254697;недвижимость
0;350178.02128779516;49;среднее;2;женат / замужем;0;М;пенсионер;0;183058.17880696477;недвижимость
0;-80.52043940749189;47;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;116010.50406436523;недвижимость
0;-312.30990348105183;24;высшее;1;Не женат / не замужем;4;Ж;сотрудник;0;122715.545103261;недвижимость
